ra,dec
20.4998403,0.7509701
20.4998403,0.7509701
20.4998403,0.7509701
12.6140752,5.8712567
18.2999964,7.0130302
19.4418282,11.3684915
352.7139342,-11.0773564
355.6304152,-9.7135814
355.6304152,-9.7135814
338.3682095,-9.0229405
355.702386,-9.5887124
356.2260152,-7.7015151
354.6499065,-7.4788816
348.5159113,-0.0821031
71.110002,16.5185817
70.4438684,16.6743415
70.4438684,16.6743415
74.6928607,17.2690562
74.6928607,17.2690562
79.9516586,21.2591617
161.7349738,1.9367044
161.7349738,1.9367044
174.7455392,-3.9055746
154.5110307,3.6969271
154.987604,3.9548275
161.451913,6.419318
164.1893864,9.6739464
160.3249517,12.1911149
164.3759959,12.535614
230.8872242,-25.3706149
232.5552584,-23.0067371
232.5552584,-23.0067371
227.9168555,-17.6842698
228.4551125,-16.3512966
58.003631,19.3909877
76.2621295,21.580162
353.4175668,-7.6120272
353.4175668,-7.6120272
351.6361913,-4.6066569
351.6361913,-4.6066569
137.2015437,11.8622503
349.2211822,-5.2015032
350.1417675,-10.0365901
135.0194934,13.2737056
176.6657559,-5.1720463
169.117028,-3.9754405
169.117028,-3.9754405
174.011661,-2.5209338
169.6327547,-1.7740582
174.2662454,-0.90721
168.5825696,2.7805614
176.1233077,3.2723812
177.3202331,3.4755183
169.3034598,-1.8778254
169.3034598,-1.8778254
169.483654,5.988289
246.6114157,-24.9699462
244.1419684,-20.4005984
338.0541631,-17.5440636
333.7518786,-17.2508002
342.6918241,-14.0700007
333.8218395,-14.049857
333.8218395,-14.049857
333.8218395,-14.049857
338.94255,-14.027727
338.94255,-14.027727
178.1921152,-1.1984418
338.6062312,-13.7318044
339.6748444,-13.5600447
334.3645089,-12.1874776
334.3645089,-12.1874776
333.4267738,-12.0663429
333.4267738,-12.0663429
332.4138478,-11.4286687
333.2125206,-10.9261373
331.5266563,-10.7115362
334.0195539,-10.5673649
335.7596816,-10.4886817
167.0937488,-1.065855
338.4759328,-10.0849917
341.7248656,-9.8816109
334.6227504,-9.6120084
334.6227504,-9.6120084
334.6227504,-9.6120084
334.6227504,-9.6120084
335.025662,-9.0560881
339.9192984,-8.7145697
338.844896,-7.469895
338.844896,-7.469895
55.228521,12.572448
55.2559307,13.5191871
169.7935178,-0.2844389
169.7935178,-0.2844389
59.037486,13.5590288
59.037486,13.5590288
59.037486,13.5590288
57.4854562,14.5020556
59.9013782,15.5587994
59.9013782,15.5587994
55.8093566,16.6344396
55.8093566,16.6344396
59.464829,18.4649505
51.5531053,18.6355718
66.2363638,18.8273617
54.7514566,19.1199667
57.0671234,20.4594885
176.263724,0.0054085
59.1527391,22.4724517
59.1527391,22.4724517
63.2182348,24.2047218
129.3625717,18.9766197
127.762837,10.8475571
126.4882114,11.5110933
208.7737624,-5.4424943
207.6554928,-6.8040714
346.6263919,-5.0434618
346.6263919,-5.0434618
346.6263919,-5.0434618
346.6263919,-5.0434618
346.6263919,-5.0434618
346.6263919,-5.0434618
346.6263919,-5.0434618
61.331654,20.1570318
61.331654,20.1570318
61.331654,20.1570318
61.331654,20.1570318
188.3864277,-10.1462141
188.3864277,-10.1462141
19.5505861,2.7027847
349.0634651,0.3066895
201.6551525,-8.3176353
353.6162694,-1.5799849
331.203092,-12.019067
331.203092,-12.019067
331.203092,-12.019067
331.203092,-12.019067
203.7581951,-17.5034961
342.3858995,-10.6754686
175.9080328,6.5637842
206.8461979,-6.1393369
